Artist,Primary Artist 1,Primary Artist 2,Primary Artist 3,Primary Artist 4,Primary Artist 5,Primary Artist 6,Primary Artist 7,Primary Artist 8,Secondary Artist 1,Secondary Artist 2,Secondary Artist 3,Secondary Artist 4,Secondary Artist 5,Secondary Artist 6,Secondary Artist 7,Secondary Artist 8,Secondary Artist 9,Highlight Red
Alesso / Katy Perry,Alesso / Katy Perry,,,,,,,,,,,,,,,,,False
Alesso Featuring Tove Lo,Alesso,,,,,,,,Tove Lo,,,,,,,,,False
Alex Brown,Alex Brown,,,,,,,,,,,,,,,,,False
Alex Clare,Alex Clare,,,,,,,,,,,,,,,,,False
Alex Warren,Alex Warren,,,,,,,,,,,,,,,,,False
Alex Warren With Jelly Roll,Alex Warren,Jelly Roll,,,,,,,,,,,,,,,,False
Alexander O'Neal,Alexander O'Neal,,,,,,,,,,,,,,,,,False
Alexander O'Neal Featuring Cherrelle,Alexander O'Neal,,,,,,,,Cherrelle,,,,,,,,,False
Alexandra Stan,Alexandra Stan,,,,,,,,,,,,,,,,,False
Alfonzo Hunter,Alfonzo Hunter,,,,,,,,,,,,,,,,,False
Ali Gatie,Ali Gatie,,,,,,,,,,,,,,,,,False
Ali Thomson,Ali Thomson,,,,,,,,,,,,,,,,,False
Alias,Alias,,,,,,,,,,,,,,,,,False
Alice Cooper,Alice Cooper,,,,,,,,,,,,,,,,,False
Alice Deejay,Alice Deejay,,,,,,,,,,,,,,,,,False
Alice In Chains,Alice In Chains,,,,,,,,,,,,,,,,,False
Alice Merton,Alice Merton,,,,,,,,,,,,,,,,,False
Alice Wonder Land,Alice Wonder Land,,,,,,,,,,,,,,,,,False
Alicia Bridges,Alicia Bridges,,,,,,,,,,,,,,,,,False
Alicia Keys,Alicia Keys,,,,,,,,,,,,,,,,,False
Alicia Keys Featuring Miguel,Alicia Keys,,,,,,,,Miguel,,,,,,,,,False
Alicia Keys Featuring Nicki Minaj,Alicia Keys,,,,,,,,Nicki Minaj,,,,,,,,,False
Alicia Keys Featuring Tony! Toni! Tone!,Alicia Keys,,,,,,,,Tony! Toni! Tone!,,,,,,,,,False
Alien Ant Farm,Alien Ant Farm,,,,,,,,,,,,,,,,,False
Alisan Porter,Alisan Porter,,,,,,,,,,,,,,,,,False
Alisha,Alisha,,,,,,,,,,,,,,,,,False
Alison Gold,Alison Gold,,,,,,,,,,,,,,,,,False
Alison Krauss + Union Station,Alison Krauss,Union Station,,,,,,,,,,,,,,,,False
Alison Moyet,Alison Moyet,,,,,,,,,,,,,,,,,False
Alive 'N Kickin',Alive 'N Kickin',,,,,,,,,,,,,,,,,False
All City,All City,,,,,,,,,,,,,,,,,False
All Saints,All Saints,,,,,,,,,,,,,,,,,False
All Sports Band,All Sports Band,,,,,,,,,,,,,,,,,False
All Star Tribute,All Star Tribute,,,,,,,,,,,,,,,,,False
All Time Low,All Time Low,,,,,,,,,,,,,,,,,False
All Time Low Featuring Demi Lovato & blackbear,All Time Low,,,,,,,,Demi Lovato,blackbear,,,,,,,,False
All-4-One,All-4-One,,,,,,,,,,,,,,,,,False
Allan Clarke,Allan Clarke,,,,,,,,,,,,,,,,,False
Allan Sherman,Allan Sherman,,,,,,,,,,,,,,,,,False
Allure Featuring 112,Allure,,,,,,,,112,,,,,,,,,False
Allure Featuring NAS,Allure,,,,,,,,NAS,,,,,,,,,False
Aloe Blacc,Aloe Blacc,,,,,,,,,,,,,,,,,False
Alpha Rev,Alpha Rev,,,,,,,,,,,,,,,,,False
Alpha Team,Alpha Team,,,,,,,,,,,,,,,,,False
Alphaville,Alphaville,,,,,,,,,,,,,,,,,False
Alton McClain & Destiny,Alton McClain,Destiny,,,,,,,,,,,,,,,,False
Alvin And The Chipmunks,Alvin And The Chipmunks,,,,,,,,,,,,,,,,,False
Alvin And The Chipmunks Featuring Chris Classic,Alvin And The Chipmunks,,,,,,,,Chris Classic,,,,,,,,,False
Alvin Cash,Alvin Cash,,,,,,,,,,,,,,,,,False
Alvin Cash & The Crawlers,Alvin Cash & The Crawlers,,,,,,,,,,,,,,,,,False
Alvin Cash & The Registers,Alvin Cash & The Registers,,,,,,,,,,,,,,,,,False
Alvin Robinson,Alvin Robinson,,,,,,,,,,,,,,,,,False
Aly & AJ,Aly,AJ,,,,,,,,,,,,,,,,False
Amaarae & Moliy Featuring Kali Uchis,Amaarae,Moliy,,,,,,,Kali Uchis,,,,,,,,,False
Amanda,Amanda,,,,,,,,,,,,,,,,,False
Amanda Brown,Amanda Brown,,,,,,,,,,,,,,,,,False
Amanda Marshall,Amanda Marshall,,,,,,,,,,,,,,,,,False
Amanda Perez,Amanda Perez,,,,,,,,,,,,,,,,,False
Amazing Rhythm Aces,Amazing Rhythm Aces,,,,,,,,,,,,,,,,,False
Amazulu,Amazulu,,,,,,,,,,,,,,,,,False
Amber,Amber,,,,,,,,,,,,,,,,,False
Amber Carrington,Amber Carrington,,,,,,,,,,,,,,,,,False
Ambjaay,Ambjaay,,,,,,,,,,,,,,,,,False
Ambrosia,Ambrosia,,,,,,,,,,,,,,,,,False
Amel Larrieux,Amel Larrieux,,,,,,,,,,,,,,,,,False
America,America,,,,,,,,,,,,,,,,,False
American Authors,American Authors,,,,,,,,,,,,,,,,,False
American Flyer,American Flyer,,,,,,,,,,,,,,,,,False
American Hi-Fi,American Hi-Fi,,,,,,,,,,,,,,,,,False
American Idol Finalists,American Idol Finalists,,,,,,,,,,,,,,,,,False
American Idol Finalists Season 4,American Idol Finalists Season 4,,,,,,,,,,,,,,,,,False
American Idol Top 8,American Idol Top 8,,,,,,,,,,,,,,,,,False
Amerie,Amerie,,,,,,,,,,,,,,,,,False
Amii Stewart,Amii Stewart,,,,,,,,,,,,,,,,,False
Amii Stewart & Johnny Bristol,Amii Stewart,Johnny Bristol,,,,,,,,,,,,,,,,False
Amine,Amine,,,,,,,,,,,,,,,,,False
Amy Grant,Amy Grant,,,,,,,,,,,,,,,,,False
Amy Grant With Vince Gill,Amy Grant,Vince Gill,,,,,,,,,,,,,,,,False
Amy Holland,Amy Holland,,,,,,,,,,,,,,,,,False
Amy Winehouse,Amy Winehouse,,,,,,,,,,,,,,,,,False
Ana,Ana,,,,,,,,,,,,,,,,,False
Anacostia,Anacostia,,,,,,,,,,,,,,,,,False
Anais,Anais,,,,,,,,,,,,,,,,,False
Anastacia,Anastacia,,,,,,,,,,,,,,,,,False
Andre 3000,Andre 3000,,,,,,,,,,,,,,,,,False
Andre Gagnon,Andre Gagnon,,,,,,,,,,,,,,,,,False
Andre Previn With David Rose,Andre Previn,David Rose,,,,,,,,,,,,,,,,False
Andre Williams,Andre Williams,,,,,,,,,,,,,,,,,False
Andre Williams & His Orch.,Andre Williams & His Orch.,,,,,,,,,,,,,,,,,False
Andrea Carroll,Andrea Carroll,,,,,,,,,,,,,,,,,False
Andrea Martin,Andrea Martin,,,,,,,,,,,,,,,,,False
Andrea True Connection,Andrea True Connection,,,,,,,,,,,,,,,,,False
Andrew Gold,Andrew Gold,,,,,,,,,,,,,,,,,False
Andrew Jannakos,Andrew Jannakos,,,,,,,,,,,,,,,,,False
Andrew McMahon In The Wilderness,Andrew McMahon In The Wilderness,,,,,,,,,,,,,,,,,False
Andrew Ridgeley,Andrew Ridgeley,,,,,,,,,,,,,,,,,False
Andrew Seeley,Andrew Seeley,,,,,,,,,,,,,,,,,False
Andrew Seeley & Vanessa Anne Hudgens,Andrew Seeley,Vanessa Anne Hudgens,,,,,,,,,,,,,,,,False
Andru Donalds,Andru Donalds,,,,,,,,,,,,,,,,,False
Andy & David Williams,Andy,David Williams,,,,,,,,,,,,,,,,False
Andy Fairweather Low,Andy Fairweather Low,,,,,,,,,,,,,,,,,False
Andy Fraser,Andy Fraser,,,,,,,,,,,,,,,,,False
Andy Gibb,Andy Gibb,,,,,,,,,,,,,,,,,False
Andy Gibb & Olivia Newton-John,Andy Gibb,Olivia Newton-John,,,,,,,,,,,,,,,,False
Andy Gibb & Victoria Principal,Andy Gibb,Victoria Principal,,,,,,,,,,,,,,,,False
Andy Grammer,Andy Grammer,,,,,,,,,,,,,,,,,False
Andy Griggs,Andy Griggs,,,,,,,,,,,,,,,,,False
Andy Kim,Andy Kim,,,,,,,,,,,,,,,,,False
Andy Pratt,Andy Pratt,,,,,,,,,,,,,,,,,False
Andy Rose,Andy Rose,,,,,,,,,,,,,,,,,False
Andy Stewart,Andy Stewart,,,,,,,,,,,,,,,,,False
Andy Taylor,Andy Taylor,,,,,,,,,,,,,,,,,False
Andy Williams,Andy Williams,,,,,,,,,,,,,,,,,False
Andy Williams with the St. Charles Borromeo Choir,Andy Williams with the St. Charles Borromeo Choir,,,,,,,,,,,,,,,,,False
Angel,Angel,,,,,,,,,,,,,,,,,False
Angel City Featuring Lara McAllen,Angel City,,,,,,,,Lara McAllen,,,,,,,,,False
Angelica,Angelica,,,,,,,,,,,,,,,,,False
Angelina,Angelina,,,,,,,,,,,,,,,,,False
Angels & Airwaves,Angels,Airwaves,,,,,,,,,,,,,,,,False
Angie Martinez Featuring Kelis,Angie Martinez,,,,,,,,Kelis,,,,,,,,,False
Angie Martinez Featuring Lil' Mo & Sacario,Angie Martinez,,,,,,,,Lil' Mo,Sacario,,,,,,,,False
Angie Stone,Angie Stone,,,,,,,,,,,,,,,,,False
Animotion,Animotion,,,,,,,,,,,,,,,,,False
Anita & Th' So-And-So's,Anita,Th' So-,-So's,,,,,,,,,,,,,,,False
Anita Baker,Anita Baker,,,,,,,,,,,,,,,,,False
Anita Bryant,Anita Bryant,,,,,,,,,,,,,,,,,False
Anita Cochran (Duet With Steve Wariner),Anita Cochran (Duet With Steve Wariner),,,,,,,,,,,,,,,,,True
Anita Ward,Anita Ward,,,,,,,,,,,,,,,,,False
Anitta,Anitta,,,,,,,,,,,,,,,,,False
Anitta Featuring Cardi B & Myke Towers,Anitta,,,,,,,,Cardi B,Myke Towers,,,,,,,,False
Ann Cole,Ann Cole,,,,,,,,,,,,,,,,,False
Ann Peebles,Ann Peebles,,,,,,,,,,,,,,,,,False
Ann Wilson,Ann Wilson,,,,,,,,,,,,,,,,,False
Ann Wilson & Robin Zander,Ann Wilson,Robin Zander,,,,,,,,,,,,,,,,False
Ann-Margret,Ann-Margret,,,,,,,,,,,,,,,,,False
Anna Kendrick,Anna Kendrick,,,,,,,,,,,,,,,,,False
Anna King,Anna King,,,,,,,,,,,,,,,,,False
Anna King-Bobby Byrd,Anna King-Bobby Byrd,,,,,,,,,,,,,,,,,False
Anna Nalick,Anna Nalick,,,,,,,,,,,,,,,,,False
AnnaSophia Robb,AnnaSophia Robb,,,,,,,,,,,,,,,,,False
Anne Hathaway,Anne Hathaway,,,,,,,,,,,,,,,,,False
Anne Murray,Anne Murray,,,,,,,,,,,,,,,,,False
AnnenMayKantereit & Giant Rooks,AnnenMayKantereit,Giant Rooks,,,,,,,,,,,,,,,,False
Annette,Annette,,,,,,,,,,,,,,,,,False
Annette With The Afterbeats,Annette With The Afterbeats,,,,,,,,,,,,,,,,,False
Annie Lennox,Annie Lennox,,,,,,,,,,,,,,,,,False
Annie Lennox & Al Green,Annie Lennox,Al Green,,,,,,,,,,,,,,,,False
Another Bad Creation,Another Bad Creation,,,,,,,,,,,,,,,,,False
Anson Williams,Anson Williams,,,,,,,,,,,,,,,,,False
Ant Clemons Featuring Justin Timberlake,Ant Clemons,,,,,,,,Justin Timberlake,,,,,,,,,False
Ant Saunders,Ant Saunders,,,,,,,,,,,,,,,,,False
Anthony & The Imperials,Anthony & The Imperials,,,,,,,,,,,,,,,,,False
Anthony Hamilton,Anthony Hamilton,,,,,,,,,,,,,,,,,False
Anthony Newley,Anthony Newley,,,,,,,,,,,,,,,,,False
Antoine Dodson & The Gregory Brothers Featuring Kelly Dodson,Antoine Dodson & The Gregory Brothers,,,,,,,,Kelly Dodson,,,,,,,,,False
Anuel AA,Anuel AA,,,,,,,,,,,,,,,,,False
Anuel AA & Bad Bunny,Anuel AA,Bad Bunny,,,,,,,,,,,,,,,,False
Anuel AA & Karol G,Anuel AA,Karol G,,,,,,,,,,,,,,,,False
Anuel AA & Ozuna,Anuel AA,Ozuna,,,,,,,,,,,,,,,,False
Anuel AA & Romeo Santos,Anuel AA,Romeo Santos,,,,,,,,,,,,,,,,False
"Anuel AA, Daddy Yankee, Karol G, Ozuna & J Balvin",Anuel AA,Daddy Yankee,Karol G,Ozuna,J Balvin,,,,,,,,,,,,,False
"Anuel AA, Mambo Kingz & DJ Luian",Anuel AA,Mambo Kingz,DJ Luian,,,,,,,,,,,,,,,False
Anya Marina,Anya Marina,,,,,,,,,,,,,,,,,False
Anything Box,Anything Box,,,,,,,,,,,,,,,,,False
Apache,Apache,,,,,,,,,,,,,,,,,False
Apocalyptica Featuring Adam Gontier,Apocalyptica,,,,,,,,Adam Gontier,,,,,,,,,False
Apollo 100,Apollo 100,,,,,,,,,,,,,,,,,False
Apollo featuring Tom Parker,Apollo,,,,,,,,Tom Parker,,,,,,,,,False
Apollonia 6,Apollonia 6,,,,,,,,,,,,,,,,,False
April,April,,,,,,,,,,,,,,,,,False
April Stevens,April Stevens,,,,,,,,,,,,,,,,,False
April Stevens & Nino Tempo,April Stevens,Nino Tempo,,,,,,,,,,,,,,,,False
April Wine,April Wine,,,,,,,,,,,,,,,,,False
Aqua,Aqua,,,,,,,,,,,,,,,,,False
Arcade Fire,Arcade Fire,,,,,,,,,,,,,,,,,False
Arcadia,Arcadia,,,,,,,,,,,,,,,,,False
Arcangel & Bad Bunny,Arcangel,Bad Bunny,,,,,,,,,,,,,,,,False
Arcangel x Sech,Arcangel,Sech,,,,,,,,,,,,,,,,False
Archie Bell & The Drells,Archie Bell & The Drells,,,,,,,,,,,,,,,,,False
Arctic Monkeys,Arctic Monkeys,,,,,,,,,,,,,,,,,False
Aretha Franklin,Aretha Franklin,,,,,,,,,,,,,,,,,False
Aretha Franklin & Elton John,Aretha Franklin,Elton John,,,,,,,,,,,,,,,,False
Aretha Franklin & George Michael,Aretha Franklin,George Michael,,,,,,,,,,,,,,,,False
Aretha Franklin And George Benson,Aretha Franklin,George Benson,,,,,,,,,,,,,,,,False
Aretha Franklin With James Cleveland & The Southern California Community Choir,Aretha Franklin With James Cleveland & The Southern California Community Choir,,,,,,,,,,,,,,,,,False
Aretha Franklin With The Ray Bryant Combo,Aretha Franklin With The Ray Bryant Combo,,,,,,,,,,,,,,,,,False
Aretha Franklin with The Dixie Flyers,Aretha Franklin with The Dixie Flyers,,,,,,,,,,,,,,,,,False
Aretha Franklin/Whitney Houston,Aretha Franklin/Whitney Houston,,,,,,,,,,,,,,,,,False
Argent,Argent,,,,,,,,,,,,,,,,,False
Ari Lennox,Ari Lennox,,,,,,,,,,,,,,,,,False
Ariana Grande,Ariana Grande,,,,,,,,,,,,,,,,,False
Ariana Grande & Cynthia Erivo,Ariana Grande,Cynthia Erivo,,,,,,,,,,,,,,,,False
Ariana Grande & John Legend,Ariana Grande,John Legend,,,,,,,,,,,,,,,,False
Ariana Grande & Justin Bieber,Ariana Grande,Justin Bieber,,,,,,,,,,,,,,,,False
Ariana Grande & Nathan Sykes,Ariana Grande,Nathan Sykes,,,,,,,,,,,,,,,,False
Ariana Grande & Social House,Ariana Grande,Social House,,,,,,,,,,,,,,,,False
Ariana Grande & The Weeknd,Ariana Grande & The Weeknd,,,,,,,,,,,,,,,,,False
Ariana Grande & Victoria Monet,Ariana Grande,Victoria Monet,,,,,,,,,,,,,,,,False
Ariana Grande Feat. Doja Cat & Megan Thee Stallion,Ariana Grande,,,,,,,,. Doja Cat,Megan Thee Stallion,,,,,,,,False
"Ariana Grande Featuring Andy Nyman, Courtney-Mae Briggs, Jeff Goldblum, Sharon D. Clarke & Jenna Boyd",Ariana Grande,,,,,,,,Andy Nyman,Courtney-Mae Briggs,Jeff Goldblum,Sharon D. Clarke,Jenna Boyd,,,,,False
Ariana Grande Featuring Big Sean,Ariana Grande,,,,,,,,Big Sean,,,,,,,,,False
Ariana Grande Featuring Doja Cat,Ariana Grande,,,,,,,,Doja Cat,,,,,,,,,False
Ariana Grande Featuring Future,Ariana Grande,,,,,,,,Future,,,,,,,,,False
Ariana Grande Featuring Iggy Azalea,Ariana Grande,,,,,,,,Iggy Azalea,,,,,,,,,False
Ariana Grande Featuring Lil Wayne,Ariana Grande,,,,,,,,Lil Wayne,,,,,,,,,False
Ariana Grande Featuring Mac Miller,Ariana Grande,,,,,,,,Mac Miller,,,,,,,,,False
Ariana Grande Featuring Nicki Minaj,Ariana Grande,,,,,,,,Nicki Minaj,,,,,,,,,False
Ariana Grande Featuring Nonna,Ariana Grande,,,,,,,,Nonna,,,,,,,,,False
Ariana Grande Featuring The Weeknd,Ariana Grande,,,,,,,,The Weeknd,,,,,,,,,False
Ariana Grande Featuring Ty Dolla $ign,Ariana Grande,,,,,,,,Ty Dolla Sign,,,,,,,,,False
Ariana Grande Featuring Zedd,Ariana Grande,,,,,,,,Zedd,,,,,,,,,False
"Ariana Grande, Miley Cyrus & Lana Del Rey",Ariana Grande,Miley Cyrus,Lana Del Rey,,,,,,,,,,,,,,,False
Arianna Featuring Pitbull,Arianna,,,,,,,,Pitbull,,,,,,,,,False
Arizona Zervas,Arizona Zervas,,,,,,,,,,,,,,,,,False
Arkade,Arkade,,,,,,,,,,,,,,,,,False
Arlan Day,Arlan Day,,,,,,,,,,,,,,,,,False
Arlo Guthrie,Arlo Guthrie,,,,,,,,,,,,,,,,,False
Armani White,Armani White,,,,,,,,,,,,,,,,,False
Armin van Buuren Featuring Trevor Guthrie,Armin van Buuren,,,,,,,,Trevor Guthrie,,,,,,,,,False
Around The Way,Around The Way,,,,,,,,,,,,,,,,,False
Arpeggio,Arpeggio,,,,,,,,,,,,,,,,,False
Arrested Development,Arrested Development,,,,,,,,,,,,,,,,,False
Art Garfunkel,Art Garfunkel,,,,,,,,,,,,,,,,,False
Art Garfunkel With James Taylor & Paul Simon,Art Garfunkel,James Taylor,Paul Simon,,,,,,,,,,,,,,,False
Art Linkletter,Art Linkletter,,,,,,,,,,,,,,,,,False
Art Lund,Art Lund,,,,,,,,,,,,,,,,,False
Art Mooney And His Orchestra,Art Mooney And His Orchestra,,,,,,,,,,,,,,,,,False
Art N' Soul,Art N' Soul,,,,,,,,,,,,,,,,,False
Art Of Noise With Max Headroom,Art Of Noise,Max Headroom,,,,,,,,,,,,,,,,False
Artemas,Artemas,,,,,,,,,,,,,,,,,False
Arthur Alexander,Arthur Alexander,,,,,,,,,,,,,,,,,False
Arthur Baker Featuring Nikeeta,Arthur Baker,,,,,,,,Nikeeta,,,,,,,,,False
Arthur Conley,Arthur Conley,,,,,,,,,,,,,,,,,False
Arthur Lyman,Arthur Lyman,,,,,,,,,,,,,,,,,False
Arthur Lyman Group,Arthur Lyman Group,,,,,,,,,,,,,,,,,False
Arthur Prysock,Arthur Prysock,,,,,,,,,,,,,,,,,False
Artie The 1 Man Party,Artie The 1 Man Party,,,,,,,,,,,,,,,,,False
Artists For Haiti,Artists For Haiti,,,,,,,,,,,,,,,,,False
"Artists Of Then, Now & Forever",Artists Of Then,Now,Forever,,,,,,,,,,,,,,,False
Artists Stand Up To Cancer,Artists Stand Up To Cancer,,,,,,,,,,,,,,,,,False
Artists United Against Apartheid,Artists United Against Apartheid,,,,,,,,,,,,,,,,,False
Ashanti,Ashanti,,,,,,,,,,,,,,,,,False
Ashe Featuring Niall Horan,Ashe,,,,,,,,Niall Horan,,,,,,,,,False
Asher Roth,Asher Roth,,,,,,,,,,,,,,,,,False
Ashford & Simpson,Ashford,Simpson,,,,,,,,,,,,,,,,False
Ashlee Simpson,Ashlee Simpson,,,,,,,,,,,,,,,,,False
Ashlee Simpson With Tom Higgenson,Ashlee Simpson,Tom Higgenson,,,,,,,,,,,,,,,,False
Ashley Cooke,Ashley Cooke,,,,,,,,,,,,,,,,,False
Ashley McBryde,Ashley McBryde,,,,,,,,,,,,,,,,,False
Ashley Parker Angel,Ashley Parker Angel,,,,,,,,,,,,,,,,,False
Ashley Tisdale,Ashley Tisdale,,,,,,,,,,,,,,,,,False
Ashley Tisdale & Lucas Grabeel,Ashley Tisdale,Lucas Grabeel,,,,,,,,,,,,,,,,False
Ashton Shepherd,Ashton Shepherd,,,,,,,,,,,,,,,,,False
"Ashton, Gardner & Dyke",Ashton,Gardner,Dyke,,,,,,,,,,,,,,,False
Asia,Asia,,,,,,,,,,,,,,,,,False
Athenaeum,Athenaeum,,,,,,,,,,,,,,,,,False
Atlanta Rhythm Section,Atlanta Rhythm Section,,,,,,,,,,,,,,,,,False
Atlantic Starr,Atlantic Starr,,,,,,,,,,,,,,,,,False
Attitudes,Attitudes,,,,,,,,,,,,,,,,,False
Auburn Featuring Iyaz,Auburn,,,,,,,,Iyaz,,,,,,,,,False
Audience,Audience,,,,,,,,,,,,,,,,,False
Audioslave,Audioslave,,,,,,,,,,,,,,,,,False
Audrey Arno And The Hazy Osterwald Sextet,Audrey Arno And The Hazy Osterwald Sextet,,,,,,,,,,,,,,,,,False
Augie Rios,Augie Rios,,,,,,,,,,,,,,,,,False
August Alsina,August Alsina,,,,,,,,,,,,,,,,,False
August Alsina Featuring Trinidad James,August Alsina,,,,,,,,Trinidad James,,,,,,,,,False
Augustana,Augustana,,,,,,,,,,,,,,,,,False
Auli'i Cravalho,Auli'i Cravalho,,,,,,,,,,,,,,,,,False
Aurra,Aurra,,,,,,,,,,,,,,,,,False
Austin Mahone,Austin Mahone,,,,,,,,,,,,,,,,,False
Austin Mahone Featuring Pitbull,Austin Mahone,,,,,,,,Pitbull,,,,,,,,,False
Austin Roberts,Austin Roberts,,,,,,,,,,,,,,,,,False
Austin Taylor,Austin Taylor,,,,,,,,,,,,,,,,,False
Autograph,Autograph,,,,,,,,,,,,,,,,,False
Automatic Man,Automatic Man,,,,,,,,,,,,,,,,,False
Autry Inman,Autry Inman,,,,,,,,,,,,,,,,,False
Ava Max,Ava Max,,,,,,,,,,,,,,,,,False
Avant,Avant,,,,,,,,,,,,,,,,,False
Avant Featuring KeKe Wyatt,Avant,,,,,,,,KeKe Wyatt,,,,,,,,,False
Avenged Sevenfold,Avenged Sevenfold,,,,,,,,,,,,,,,,,False
Aventura,Aventura,,,,,,,,,,,,,,,,,False
Aventura Featuring Don Omar,Aventura,,,,,,,,Don Omar,,,,,,,,,False
Aventura x Bad Bunny,Aventura,Bad Bunny,,,,,,,,,,,,,,,,False
Average White Band,Average White Band,,,,,,,,,,,,,,,,,False
Avicii,Avicii,,,,,,,,,,,,,,,,,False
Avicii Featuring Aloe Blacc,Avicii,,,,,,,,Aloe Blacc,,,,,,,,,False
Avril Lavigne,Avril Lavigne,,,,,,,,,,,,,,,,,False
Avril Lavigne Featuring Chad Kroeger,Avril Lavigne,,,,,,,,Chad Kroeger,,,,,,,,,False
Axe,Axe,,,,,,,,,,,,,,,,,False
Ayo & Teo,Ayo,Teo,,,,,,,,,,,,,,,,False
Az Yet,Az Yet,,,,,,,,,,,,,,,,,False
Az Yet Featuring Peter Cetera,Az Yet,,,,,,,,Peter Cetera,,,,,,,,,False
Azul Azul,Azul Azul,,,,,,,,,,,,,,,,,False
B Angie B,B Angie B,,,,,,,,,,,,,,,,,False
B Rich,B Rich,,,,,,,,,,,,,,,,,False
B*Witched,B*Witched,,,,,,,,,,,,,,,,,False
B-Rock & The Bizz,B-Rock & The Bizz,,,,,,,,,,,,,,,,,False
B. Bumble & The Stingers,B. Bumble & The Stingers,,,,,,,,,,,,,,,,,False
B.B. King,B.B. King,,,,,,,,,,,,,,,,,False
B.B. King And His Orchestra,B.B. King And His Orchestra,,,,,,,,,,,,,,,,,False
B.C.G. (B.C. Generation),B.C.G. (B.C. Generation),,,,,,,,,,,,,,,,,True
B.E. Taylor Group,B.E. Taylor Group,,,,,,,,,,,,,,,,,False
"B.G. Featuring Baby, Turk, Mannie Fresh, Juvenile & Lil' Wayne",B.G.,,,,,,,,Baby,Turk,Mannie Fresh,Juvenile,Lil' Wayne,,,,,False
B.G. The Prince Of Rap,B.G. The Prince Of Rap,,,,,,,,,,,,,,,,,False
B.J. Thomas,B.J. Thomas,,,,,,,,,,,,,,,,,False
B.J. Thomas And The Triumphs,B.J. Thomas And The Triumphs,,,,,,,,,,,,,,,,,False
B.M.U. (Black Men United),B.M.U. (Black Men United),,,,,,,,,,,,,,,,,True
B.T. Express,B.T. Express,,,,,,,,,,,,,,,,,False
B.W. Stevenson,B.W. Stevenson,,,,,,,,,,,,,,,,,False
B.o.B,B.o.B,,,,,,,,,,,,,,,,,False
B.o.B Featuring 2 Chainz,B.o.B,,,,,,,,2 Chainz,,,,,,,,,False
B.o.B Featuring Andre 3000,B.o.B,,,,,,,,Andre 3000,,,,,,,,,False
B.o.B Featuring Bruno Mars,B.o.B,,,,,,,,Bruno Mars,,,,,,,,,False
B.o.B Featuring Hayley Williams,B.o.B,,,,,,,,Hayley Williams,,,,,,,,,False
B.o.B Featuring Lil Wayne,B.o.B,,,,,,,,Lil Wayne,,,,,,,,,False
B.o.B Featuring Priscilla,B.o.B,,,,,,,,Priscilla,,,,,,,,,False
B.o.B Featuring Rivers Cuomo,B.o.B,,,,,,,,Rivers Cuomo,,,,,,,,,False
B.o.B Featuring T.I. & Juicy J,B.o.B,,,,,,,,T.I.,Juicy J,,,,,,,,False
B.o.B Featuring T.I. & Playboy Tre,B.o.B,,,,,,,,T.I.,Playboy Tre,,,,,,,,False
B.o.B Featuring Taylor Swift,B.o.B,,,,,,,,Taylor Swift,,,,,,,,,False
B.o.B Featuring Trey Songz,B.o.B,,,,,,,,Trey Songz,,,,,,,,,False
B2K,B2K,,,,,,,,,,,,,,,,,False
B2K & P. Diddy,B2K,P. Diddy,,,,,,,,,,,,,,,,False
B2K Featuring Fabolous,B2K,,,,,,,,Fabolous,,,,,,,,,False
BBMak,BBMak,,,,,,,,,,,,,,,,,False
BENEE Featuring Gus Dapperton,BENEE,,,,,,,,Gus Dapperton,,,,,,,,,False
BIA Featuring J. Cole,BIA,,,,,,,,J. Cole,,,,,,,,,False
BIA Featuring Nicki Minaj,BIA,,,,,,,,Nicki Minaj,,,,,,,,,False
BLACKPINK,BLACKPINK,,,,,,,,,,,,,,,,,False
BLACKPINK X Selena Gomez,BLACKPINK,Selena Gomez,,,,,,,,,,,,,,,,False
BLACKstreet,BLACKstreet,,,,,,,,,,,,,,,,,False
BLACKstreet & Mya Featuring Mase & Blinky Blink,BLACKstreet,Mya,,,,,,,Mase,Blinky Blink,,,,,,,,False
BLACKstreet (Featuring Dr. Dre),BLACKstreet (Featuring Dr. Dre),,,,,,,,,,,,,,,,,True
BLACKstreet With Janet,BLACKstreet,Janet,,,,,,,,,,,,,,,,False
BLACKstreet With Special Guests Ol' Dirty Bastard & Slash,BLACKstreet,Special Guests Ol' Dirty Bastard,Slash,,,,,,,,,,,,,,,False
BLEU & Nicki Minaj,BLEU,Nicki Minaj,,,,,,,,,,,,,,,,False
BRAVO All Stars,BRAVO All Stars,,,,,,,,,,,,,,,,,False
BRELAND,BRELAND,,,,,,,,,,,,,,,,,False
BRELAND Featuring Thomas Rhett,BRELAND,,,,,,,,Thomas Rhett,,,,,,,,,False
BRS Kash,BRS Kash,,,,,,,,,,,,,,,,,False
BT,BT,,,,,,,,,,,,,,,,,False
BTO,BTO,,,,,,,,,,,,,,,,,False
BTS,BTS,,,,,,,,,,,,,,,,,False
BTS Featuring Desiigner,BTS,,,,,,,,Desiigner,,,,,,,,,False
BTS Featuring Halsey,BTS,,,,,,,,Halsey,,,,,,,,,False
BTS Featuring Lauv,BTS,,,,,,,,Lauv,,,,,,,,,False
BTS Featuring Nicki Minaj,BTS,,,,,,,,Nicki Minaj,,,,,,,,,False
Baauer,Baauer,,,,,,,,,,,,,,,,,False
