Artist,Primary Artist 1,Primary Artist 2,Primary Artist 3,Primary Artist 4,Primary Artist 5,Primary Artist 6,Primary Artist 7,Primary Artist 8,Secondary Artist 1,Secondary Artist 2,Secondary Artist 3,Secondary Artist 4,Secondary Artist 5,Secondary Artist 6,Secondary Artist 7,Secondary Artist 8,Secondary Artist 9,Highlight Red
The Notorious B.I.G. Featuring Puff Daddy & Lil' Kim,The Notorious B.I.G.,,,,,,,,Puff Daddy,Lil' Kim,,,,,,,,False
The Notorious B.I.G. Featuring Puff Daddy & Mase,The Notorious B.I.G.,,,,,,,,Puff Daddy,Mase,,,,,,,,False
The Novas,The Novas,,,,,,,,,,,,,,,,,False
The Nu Tornados,The Nu Tornados,,,,,,,,,,,,,,,,,False
The Nutty Squirrels,The Nutty Squirrels,,,,,,,,,,,,,,,,,False
The Nylons,The Nylons,,,,,,,,,,,,,,,,,False
The O'Jays,The O'Jays,,,,,,,,,,,,,,,,,False
The O'Kaysions,The O'Kaysions,,,,,,,,,,,,,,,,,False
The Oak Ridge Boys,The Oak Ridge Boys,,,,,,,,,,,,,,,,,False
The Offspring,The Offspring,,,,,,,,,,,,,,,,,False
The Olympics,The Olympics,,,,,,,,,,,,,,,,,False
The Original,The Original,,,,,,,,,,,,,,,,,False
The Original Caste,The Original Caste,,,,,,,,,,,,,,,,,False
The Originals,The Originals,,,,,,,,,,,,,,,,,False
The Orlons,The Orlons,,,,,,,,,,,,,,,,,False
The Osmond Brothers,The Osmond Brothers,,,,,,,,,,,,,,,,,False
The Osmonds,The Osmonds,,,,,,,,,,,,,,,,,False
The Other Ones,The Other Ones,,,,,,,,,,,,,,,,,False
The Outfield,The Outfield,,,,,,,,,,,,,,,,,False
The Outhere Brothers,The Outhere Brothers,,,,,,,,,,,,,,,,,False
The Outlaws,The Outlaws,,,,,,,,,,,,,,,,,False
The Outsiders,The Outsiders,,,,,,,,,,,,,,,,,False
The Ovations (Featuring Louis Williams),The Ovations (Featuring Louis Williams),,,,,,,,,,,,,,,,,True
The Overlanders,The Overlanders,,,,,,,,,,,,,,,,,False
The Pack,The Pack,,,,,,,,,,,,,,,,,False
The Packers,The Packers,,,,,,,,,,,,,,,,,False
The Parade,The Parade,,,,,,,,,,,,,,,,,False
The Paradons,The Paradons,,,,,,,,,,,,,,,,,False
The Paragons,The Paragons,,,,,,,,,,,,,,,,,False
The Paris Sisters,The Paris Sisters,,,,,,,,,,,,,,,,,False
The Parkays,The Parkays,,,,,,,,,,,,,,,,,False
The Parliaments,The Parliaments,,,,,,,,,,,,,,,,,False
The Partridge Family Starring Shirley Jones Featuring David Cassidy,The Partridge Family Starring Shirley Jones,,,,,,,,David Cassidy,,,,,,,,,False
The Party,The Party,,,,,,,,,,,,,,,,,False
The Pasadenas,The Pasadenas,,,,,,,,,,,,,,,,,False
The Passions,The Passions,,,,,,,,,,,,,,,,,False
The Pastel Six,The Pastel Six,,,,,,,,,,,,,,,,,False
The Peace Choir,The Peace Choir,,,,,,,,,,,,,,,,,False
The Peanut Butter Conspiracy,The Peanut Butter Conspiracy,,,,,,,,,,,,,,,,,False
The Peels,The Peels,,,,,,,,,,,,,,,,,False
The Pentagons,The Pentagons,,,,,,,,,,,,,,,,,False
The People's Choice,The People's Choice,,,,,,,,,,,,,,,,,False
The Peppermint Rainbow,The Peppermint Rainbow,,,,,,,,,,,,,,,,,False
The Peppermint Trolley Company,The Peppermint Trolley Company,,,,,,,,,,,,,,,,,False
The Peppers,The Peppers,,,,,,,,,,,,,,,,,False
The Percells,The Percells,,,,,,,,,,,,,,,,,False
The Persuaders,The Persuaders,,,,,,,,,,,,,,,,,False
The Pete Klint Quintet,The Pete Klint Quintet,,,,,,,,,,,,,,,,,False
The Pharcyde,The Pharcyde,,,,,,,,,,,,,,,,,False
The Philarmonics,The Philarmonics,,,,,,,,,,,,,,,,,False
The Piltdown Men,The Piltdown Men,,,,,,,,,,,,,,,,,False
The Pipes And Drums And The Military Band Of The Royal Scots Dragoon Guards,The Pipes And Drums And The Military Band Of The Royal Scots Dragoon Guards,,,,,,,,,,,,,,,,,False
The Pipkins,The Pipkins,,,,,,,,,,,,,,,,,False
The Pixies Three,The Pixies Three,,,,,,,,,,,,,,,,,False
The Platters,The Platters,,,,,,,,,,,,,,,,,False
The Platters Featuring Tony Williams,The Platters,,,,,,,,Tony Williams,,,,,,,,,False
The Playboys,The Playboys,,,,,,,,,,,,,,,,,False
The Playmates,The Playmates,,,,,,,,,,,,,,,,,False
The Plimsouls,The Plimsouls,,,,,,,,,,,,,,,,,False
The Poets,The Poets,,,,,,,,,,,,,,,,,False
The Pointer Sisters,The Pointer Sisters,,,,,,,,,,,,,,,,,False
The Police,The Police,,,,,,,,,,,,,,,,,False
The Poppies,The Poppies,,,,,,,,,,,,,,,,,False
The Poppy Family,The Poppy Family,,,,,,,,,,,,,,,,,False
The Poppy Family (Featuring Susan Jacks),The Poppy Family (Featuring Susan Jacks),,,,,,,,,,,,,,,,,True
The Postal Service,The Postal Service,,,,,,,,,,,,,,,,,False
The Power Station,The Power Station,,,,,,,,,,,,,,,,,False
The Precisions,The Precisions,,,,,,,,,,,,,,,,,False
The Preludes Five,The Preludes Five,,,,,,,,,,,,,,,,,False
The Premiers,The Premiers,,,,,,,,,,,,,,,,,False
The Presidents,The Presidents,,,,,,,,,,,,,,,,,False
The Presidents Of The United States Of America,The Presidents Of The United States Of America,,,,,,,,,,,,,,,,,False
The Proclaimers,The Proclaimers,,,,,,,,,,,,,,,,,False
The Prodigy,The Prodigy,,,,,,,,,,,,,,,,,False
The Producers,The Producers,,,,,,,,,,,,,,,,,False
The Puppies,The Puppies,,,,,,,,,,,,,,,,,False
The Pussycat Dolls,The Pussycat Dolls,,,,,,,,,,,,,,,,,False
The Pussycat Dolls Featuring Busta Rhymes,The Pussycat Dolls,,,,,,,,Busta Rhymes,,,,,,,,,False
The Pussycat Dolls Featuring Nicole Scherzinger,The Pussycat Dolls,,,,,,,,Nicole Scherzinger,,,,,,,,,False
The Pussycat Dolls Featuring Snoop Dogg,The Pussycat Dolls,,,,,,,,Snoop Dogg,,,,,,,,,False
The Pussycat Dolls Featuring Timbaland,The Pussycat Dolls,,,,,,,,Timbaland,,,,,,,,,False
The Pussycat Dolls Featuring will.i.am,The Pussycat Dolls,,,,,,,,will.i.am,,,,,,,,,False
The Pyramids,The Pyramids,,,,,,,,,,,,,,,,,False
The Quarter Notes,The Quarter Notes,,,,,,,,,,,,,,,,,False
The Quin-Tones,The Quin-Tones,,,,,,,,,,,,,,,,,False
The Raconteurs,The Raconteurs,,,,,,,,,,,,,,,,,False
The Radiants,The Radiants,,,,,,,,,,,,,,,,,False
The Raelets/Ray Charles Orchestra,The Raelets/Ray Charles Orchestra,,,,,,,,,,,,,,,,,False
The Raeletts,The Raeletts,,,,,,,,,,,,,,,,,False
The Raes,The Raes,,,,,,,,,,,,,,,,,False
The Rag Dolls,The Rag Dolls,,,,,,,,,,,,,,,,,False
The Raiders,The Raiders,,,,,,,,,,,,,,,,,False
The Raindrops,The Raindrops,,,,,,,,,,,,,,,,,False
The Rainy Daze,The Rainy Daze,,,,,,,,,,,,,,,,,False
The Ramblers,The Ramblers,,,,,,,,,,,,,,,,,False
The Ramones,The Ramones,,,,,,,,,,,,,,,,,False
The Ran-Dells,The Ran-Dells,,,,,,,,,,,,,,,,,False
The Rascals,The Rascals,,,,,,,,,,,,,,,,,False
The Rationals,The Rationals,,,,,,,,,,,,,,,,,False
The Rattles,The Rattles,,,,,,,,,,,,,,,,,False
The Ray Charles Orchestra,The Ray Charles Orchestra,,,,,,,,,,,,,,,,,False
The Ray Charles Singers,The Ray Charles Singers,,,,,,,,,,,,,,,,,False
The Ray Conniff Singers,The Ray Conniff Singers,,,,,,,,,,,,,,,,,False
The Rays,The Rays,,,,,,,,,,,,,,,,,False
The Razor's Edge,The Razor's Edge,,,,,,,,,,,,,,,,,False
The Ready Set,The Ready Set,,,,,,,,,,,,,,,,,False
The Real Thing,The Real Thing,,,,,,,,,,,,,,,,,False
The Rebel Pebbles,The Rebel Pebbles,,,,,,,,,,,,,,,,,False
The Rebels,The Rebels,,,,,,,,,,,,,,,,,False
The Records,The Records,,,,,,,,,,,,,,,,,False
The Red Clay Strays,The Red Clay Strays,,,,,,,,,,,,,,,,,False
The Red Jumpsuit Apparatus,The Red Jumpsuit Apparatus,,,,,,,,,,,,,,,,,False
The Reddings,The Reddings,,,,,,,,,,,,,,,,,False
The Redjacks,The Redjacks,,,,,,,,,,,,,,,,,False
The Reflections,The Reflections,,,,,,,,,,,,,,,,,False
The Regents,The Regents,,,,,,,,,,,,,,,,,False
The Rembrandts,The Rembrandts,,,,,,,,,,,,,,,,,False
The Rentals,The Rentals,,,,,,,,,,,,,,,,,False
The Replacements,The Replacements,,,,,,,,,,,,,,,,,False
The Revels,The Revels,,,,,,,,,,,,,,,,,False
The Revivalists,The Revivalists,,,,,,,,,,,,,,,,,False
The Ribbons,The Ribbons,,,,,,,,,,,,,,,,,False
The Righteous Brothers,The Righteous Brothers,,,,,,,,,,,,,,,,,False
The Rings,The Rings,,,,,,,,,,,,,,,,,False
The Rinky-Dinks,The Rinky-Dinks,,,,,,,,,,,,,,,,,False
The Rip Chords,The Rip Chords,,,,,,,,,,,,,,,,,False
The Ritchie Family,The Ritchie Family,,,,,,,,,,,,,,,,,False
The Rivieras,The Rivieras,,,,,,,,,,,,,,,,,False
The Rivingtons,The Rivingtons,,,,,,,,,,,,,,,,,False
The Road Apples,The Road Apples,,,,,,,,,,,,,,,,,False
The Robert Cray Band,The Robert Cray Band,,,,,,,,,,,,,,,,,False
The Roc Project Featuring Tina Arena,The Roc Project,,,,,,,,Tina Arena,,,,,,,,,False
The Rock Heroes,The Rock Heroes,,,,,,,,,,,,,,,,,False
The Rockin R's,The Rockin R's,,,,,,,,,,,,,,,,,False
The Rocky Fellers,The Rocky Fellers,,,,,,,,,,,,,,,,,False
The Rollers,The Rollers,,,,,,,,,,,,,,,,,False
The Rolling Stones,The Rolling Stones,,,,,,,,,,,,,,,,,False
The Romantics,The Romantics,,,,,,,,,,,,,,,,,False
The Romeos,The Romeos,,,,,,,,,,,,,,,,,False
The Ron-Dels,The Ron-Dels,,,,,,,,,,,,,,,,,False
The Rondels,The Rondels,,,,,,,,,,,,,,,,,False
The Ronettes,The Ronettes,,,,,,,,,,,,,,,,,False
The Ronettes Featuring Veronica,The Ronettes,,,,,,,,Veronica,,,,,,,,,False
The Rooftop Singers,The Rooftop Singers,,,,,,,,,,,,,,,,,False
The Roommates,The Roommates,,,,,,,,,,,,,,,,,False
The Roots,The Roots,,,,,,,,,,,,,,,,,False
The Roots Featuring Erykah Badu,The Roots,,,,,,,,Erykah Badu,,,,,,,,,False
The Roots Featuring Musiq,The Roots,,,,,,,,Musiq,,,,,,,,,False
The Rose Garden,The Rose Garden,,,,,,,,,,,,,,,,,False
The Routers,The Routers,,,,,,,,,,,,,,,,,False
The Rovers,The Rovers,,,,,,,,,,,,,,,,,False
The Rowans,The Rowans,,,,,,,,,,,,,,,,,False
The Royal Guardsmen,The Royal Guardsmen,,,,,,,,,,,,,,,,,False
The Royalettes,The Royalettes,,,,,,,,,,,,,,,,,False
The Royaltones,The Royaltones,,,,,,,,,,,,,,,,,False
The Rubettes,The Rubettes,,,,,,,,,,,,,,,,,False
The Rubinoos,The Rubinoos,,,,,,,,,,,,,,,,,False
The Rude Boys,The Rude Boys,,,,,,,,,,,,,,,,,False
The Rugbys,The Rugbys,,,,,,,,,,,,,,,,,False
The Rumblers,The Rumblers,,,,,,,,,,,,,,,,,False
The S.O.S. Band,The S.O.S. Band,,,,,,,,,,,,,,,,,False
The S.O.U.L. S.Y.S.T.E.M.,The S.O.U.L. S.Y.S.T.E.M.,,,,,,,,,,,,,,,,,False
The Salsoul Orchestra,The Salsoul Orchestra,,,,,,,,,,,,,,,,,False
The San Remo Golden Strings,The San Remo Golden Strings,,,,,,,,,,,,,,,,,False
The Sandpebbles,The Sandpebbles,,,,,,,,,,,,,,,,,False
The Sandpipers,The Sandpipers,,,,,,,,,,,,,,,,,False
The Sanford/Townsend Band,The Sanford/Townsend Band,,,,,,,,,,,,,,,,,False
The Sapphires,The Sapphires,,,,,,,,,,,,,,,,,False
The Satisfactions,The Satisfactions,,,,,,,,,,,,,,,,,False
The Scaffold,The Scaffold,,,,,,,,,,,,,,,,,False
The Script,The Script,,,,,,,,,,,,,,,,,False
The Script Featuring will.i.am,The Script,,,,,,,,will.i.am,,,,,,,,,False
The Searchers,The Searchers,,,,,,,,,,,,,,,,,False
The Secrets,The Secrets,,,,,,,,,,,,,,,,,False
The Seeds,The Seeds,,,,,,,,,,,,,,,,,False
The Seekers,The Seekers,,,,,,,,,,,,,,,,,False
The Sensations,The Sensations,,,,,,,,,,,,,,,,,False
The Sensations Featuring Yvonne,The Sensations,,,,,,,,Yvonne,,,,,,,,,False
The Serendipity Singers,The Serendipity Singers,,,,,,,,,,,,,,,,,False
The Sevilles,The Sevilles,,,,,,,,,,,,,,,,,False
The Shacklefords,The Shacklefords,,,,,,,,,,,,,,,,,False
The Shades Of Blue,The Shades Of Blue,,,,,,,,,,,,,,,,,False
The Shadows Of Knight,The Shadows Of Knight,,,,,,,,,,,,,,,,,False
The Shamen,The Shamen,,,,,,,,,,,,,,,,,False
The Shangri-Las,The Shangri-Las,,,,,,,,,,,,,,,,,False
The Sheep,The Sheep,,,,,,,,,,,,,,,,,False
The Shells,The Shells,,,,,,,,,,,,,,,,,False
The Shepherd Sisters,The Shepherd Sisters,,,,,,,,,,,,,,,,,False
The Sherrys,The Sherrys,,,,,,,,,,,,,,,,,False
The Shields,The Shields,,,,,,,,,,,,,,,,,False
The Shindogs,The Shindogs,,,,,,,,,,,,,,,,,False
The Shins,The Shins,,,,,,,,,,,,,,,,,False
The Shirelles,The Shirelles,,,,,,,,,,,,,,,,,False
The Shocking Blue,The Shocking Blue,,,,,,,,,,,,,,,,,False
The Show Stoppers,The Show Stoppers,,,,,,,,,,,,,,,,,False
The Showmen,The Showmen,,,,,,,,,,,,,,,,,False
The Sidekicks,The Sidekicks,,,,,,,,,,,,,,,,,False
The Silencers,The Silencers,,,,,,,,,,,,,,,,,False
The Silkie,The Silkie,,,,,,,,,,,,,,,,,False
The Simon Sisters,The Simon Sisters,,,,,,,,,,,,,,,,,False
The Simpsons Featuring Bart & Homer,The Simpsons,,,,,,,,Bart,Homer,,,,,,,,False
The Singing Belles,The Singing Belles,,,,,,,,,,,,,,,,,False
The Singing Nun (Soeur Sourire),The Singing Nun (Soeur Sourire),,,,,,,,,,,,,,,,,True
The Ska Kings,The Ska Kings,,,,,,,,,,,,,,,,,False
The Skyliners,The Skyliners,,,,,,,,,,,,,,,,,False
The Slades,The Slades,,,,,,,,,,,,,,,,,False
The Smashing Pumpkins,The Smashing Pumpkins,,,,,,,,,,,,,,,,,False
The Smithereens,The Smithereens,,,,,,,,,,,,,,,,,False
The Smoke Ring,The Smoke Ring,,,,,,,,,,,,,,,,,False
The Smothers Brothers,The Smothers Brothers,,,,,,,,,,,,,,,,,False
The Sons Of Champlin,The Sons Of Champlin,,,,,,,,,,,,,,,,,False
"The Sopwith ""Camel""",The Sopwith Camel,,,,,,,,,,,,,,,,,False
The Soul Children,The Soul Children,,,,,,,,,,,,,,,,,False
The Soul Clan,The Soul Clan,,,,,,,,,,,,,,,,,False
The Soul Sisters,The Soul Sisters,,,,,,,,,,,,,,,,,False
The Soulful Strings,The Soulful Strings,,,,,,,,,,,,,,,,,False
The Sounds Of Blackness,The Sounds Of Blackness,,,,,,,,,,,,,,,,,False
The Soup Dragons,The Soup Dragons,,,,,,,,,,,,,,,,,False
The South Side Movement,The South Side Movement,,,,,,,,,,,,,,,,,False
"The Souther, Hillman, Furay Band",The Souther,Hillman,Furay Band,,,,,,,,,,,,,,,False
The Spacemen,The Spacemen,,,,,,,,,,,,,,,,,False
The Spats Featuring Dick Johnson,The Spats,,,,,,,,Dick Johnson,,,,,,,,,False
The Spellbinders,The Spellbinders,,,,,,,,,,,,,,,,,False
The Spencer Davis Group,The Spencer Davis Group,,,,,,,,,,,,,,,,,False
The Spinners,The Spinners,,,,,,,,,,,,,,,,,False
The Spokesmen,The Spokesmen,,,,,,,,,,,,,,,,,False
The Sports,The Sports,,,,,,,,,,,,,,,,,False
The Springfields,The Springfields,,,,,,,,,,,,,,,,,False
The Stairsteps,The Stairsteps,,,,,,,,,,,,,,,,,False
The Standells,The Standells,,,,,,,,,,,,,,,,,False
The Staple Singers,The Staple Singers,,,,,,,,,,,,,,,,,False
The Star Wars Intergalactic Droid Choir & Chorale,The Star Wars Intergalactic Droid Choir,Chorale,,,,,,,,,,,,,,,,False
The Starlets,The Starlets,,,,,,,,,,,,,,,,,False
The Statler Brothers,The Statler Brothers,,,,,,,,,,,,,,,,,False
The Statues,The Statues,,,,,,,,,,,,,,,,,False
The Status Quo,The Status Quo,,,,,,,,,,,,,,,,,False
The Steelers,The Steelers,,,,,,,,,,,,,,,,,False
The Stereos,The Stereos,,,,,,,,,,,,,,,,,False
The Steve Gibbons Band,The Steve Gibbons Band,,,,,,,,,,,,,,,,,False
The Steve Miller Band,The Steve Miller Band,,,,,,,,,,,,,,,,,False
The Stompers,The Stompers,,,,,,,,,,,,,,,,,False
The Storm,The Storm,,,,,,,,,,,,,,,,,False
The Strangeloves,The Strangeloves,,,,,,,,,,,,,,,,,False
The Strangers,The Strangers,,,,,,,,,,,,,,,,,False
The String-A-Longs,The String-A-Longs,,,,,,,,,,,,,,,,,False
The Strokes,The Strokes,,,,,,,,,,,,,,,,,False
The Strollers,The Strollers,,,,,,,,,,,,,,,,,False
The Style Council,The Style Council,,,,,,,,,,,,,,,,,False
The Stylistics,The Stylistics,,,,,,,,,,,,,,,,,False
"The Stylistics Featuring Russell Thompkins,Jr.",The Stylistics,,,,,,,,Russell Thompkins,Jr.,,,,,,,,False
The Sunglows,The Sunglows,,,,,,,,,,,,,,,,,False
The Sunrays,The Sunrays,,,,,,,,,,,,,,,,,False
The Sunshine Band,The Sunshine Band,,,,,,,,,,,,,,,,,False
The Sunshine Company,The Sunshine Company,,,,,,,,,,,,,,,,,False
The Superbs,The Superbs,,,,,,,,,,,,,,,,,False
The Supremes,The Supremes,,,,,,,,,,,,,,,,,False
The Supremes & Four Tops,The Supremes,Four Tops,,,,,,,,,,,,,,,,False
The Surfaris,The Surfaris,,,,,,,,,,,,,,,,,False
The Swallows,The Swallows,,,,,,,,,,,,,,,,,False
The Swans,The Swans,,,,,,,,,,,,,,,,,False
The Sweet,The Sweet,,,,,,,,,,,,,,,,,False
The Sweet Inspirations,The Sweet Inspirations,,,,,,,,,,,,,,,,,False
The Swell Season (Glen Hansard & Marketa Irglova),The Swell Season (Glen Hansard & Marketa Irglova),,,,,,,,,,,,,,,,,True
The Swingin' Medallions,The Swingin' Medallions,,,,,,,,,,,,,,,,,False
The Swinging Blue Jeans,The Swinging Blue Jeans,,,,,,,,,,,,,,,,,False
The Swon Brothers,The Swon Brothers,,,,,,,,,,,,,,,,,False
The Sylvers,The Sylvers,,,,,,,,,,,,,,,,,False
The System,The System,,,,,,,,,,,,,,,,,False
The T-Bones,The T-Bones,,,,,,,,,,,,,,,,,False
The T.S.U. Toronadoes,The T.S.U. Toronadoes,,,,,,,,,,,,,,,,,False
The Tams,The Tams,,,,,,,,,,,,,,,,,False
The Tarney/Spencer Band,The Tarney/Spencer Band,,,,,,,,,,,,,,,,,False
The Tassels,The Tassels,,,,,,,,,,,,,,,,,False
The Teddy Bears,The Teddy Bears,,,,,,,,,,,,,,,,,False
The Tee Set,The Tee Set,,,,,,,,,,,,,,,,,False
The Tempos,The Tempos,,,,,,,,,,,,,,,,,False
The Temprees,The Temprees,,,,,,,,,,,,,,,,,False
The Temptations,The Temptations,,,,,,,,,,,,,,,,,False
The Temptations Featuring Rick James,The Temptations,,,,,,,,Rick James,,,,,,,,,False
The Texans,The Texans,,,,,,,,,,,,,,,,,False
The Third Rail,The Third Rail,,,,,,,,,,,,,,,,,False
The Thirteenth Floor Elevators,The Thirteenth Floor Elevators,,,,,,,,,,,,,,,,,False
The Three Degrees,The Three Degrees,,,,,,,,,,,,,,,,,False
The Three G's,The Three G's,,,,,,,,,,,,,,,,,False
The Time,The Time,,,,,,,,,,,,,,,,,False
The Timelords,The Timelords,,,,,,,,,,,,,,,,,False
The Timetones,The Timetones,,,,,,,,,,,,,,,,,False
The Ting Tings,The Ting Tings,,,,,,,,,,,,,,,,,False
The Tokens,The Tokens,,,,,,,,,,,,,,,,,False
The Tommy Dorsey Orchestra,The Tommy Dorsey Orchestra,,,,,,,,,,,,,,,,,False
The Tommy Dorsey Orchestra Starring Warren Covington,The Tommy Dorsey Orchestra Starring Warren Covington,,,,,,,,,,,,,,,,,False
The Tony Rich Project,The Tony Rich Project,,,,,,,,,,,,,,,,,False
The Tornadoes,The Tornadoes,,,,,,,,,,,,,,,,,False
The Tourists,The Tourists,,,,,,,,,,,,,,,,,False
The Toy Dolls,The Toy Dolls,,,,,,,,,,,,,,,,,False
The Toys,The Toys,,,,,,,,,,,,,,,,,False
The Tractors,The Tractors,,,,,,,,,,,,,,,,,False
The Trade Winds,The Trade Winds,,,,,,,,,,,,,,,,,False
The Tradewinds,The Tradewinds,,,,,,,,,,,,,,,,,False
The Traits,The Traits,,,,,,,,,,,,,,,,,False
The Trammps,The Trammps,,,,,,,,,,,,,,,,,False
The Trashmen,The Trashmen,,,,,,,,,,,,,,,,,False
The Tree Swingers,The Tree Swingers,,,,,,,,,,,,,,,,,False
The Tremeloes,The Tremeloes,,,,,,,,,,,,,,,,,False
The Triplets,The Triplets,,,,,,,,,,,,,,,,,False
The Troggs,The Troggs,,,,,,,,,,,,,,,,,False
The Trolls,The Trolls,,,,,,,,,,,,,,,,,False
The Trumpeteers,The Trumpeteers,,,,,,,,,,,,,,,,,False
The Truth,The Truth,,,,,,,,,,,,,,,,,False
The Tubes,The Tubes,,,,,,,,,,,,,,,,,False
The Tuesdays,The Tuesdays,,,,,,,,,,,,,,,,,False
The Tune Rockers,The Tune Rockers,,,,,,,,,,,,,,,,,False
The Turtles,The Turtles,,,,,,,,,,,,,,,,,False
The Tymes,The Tymes,,,,,,,,,,,,,,,,,False
The U-Krew,The U-Krew,,,,,,,,,,,,,,,,,False
The Undisputed Truth,The Undisputed Truth,,,,,,,,,,,,,,,,,False
The Unifics,The Unifics,,,,,,,,,,,,,,,,,False
The Union Gap Featuring Gary Puckett,The Union Gap,,,,,,,,Gary Puckett,,,,,,,,,False
The Uniques,The Uniques,,,,,,,,,,,,,,,,,False
The Uniques Featuring Joe Stampley,The Uniques,,,,,,,,Joe Stampley,,,,,,,,,False
The Unknowns,The Unknowns,,,,,,,,,,,,,,,,,False
The Upbeats,The Upbeats,,,,,,,,,,,,,,,,,False
The Used And My Chemical Romance,The Used,My Chemical Romance,,,,,,,,,,,,,,,,False
The Vacels,The Vacels,,,,,,,,,,,,,,,,,False
The Valentinos,The Valentinos,,,,,,,,,,,,,,,,,False
The Valentinos (The Lovers),The Valentinos (The Lovers),,,,,,,,,,,,,,,,,True
The Van Dykes,The Van Dykes,,,,,,,,,,,,,,,,,False
The Vanilla Fudge,The Vanilla Fudge,,,,,,,,,,,,,,,,,False
The Vapors,The Vapors,,,,,,,,,,,,,,,,,False
The Vejtables,The Vejtables,,,,,,,,,,,,,,,,,False
The Velaires,The Velaires,,,,,,,,,,,,,,,,,False
The Vels,The Vels,,,,,,,,,,,,,,,,,False
The Velvelettes,The Velvelettes,,,,,,,,,,,,,,,,,False
The Velvets featuring Virgil Johnson,The Velvets,,,,,,,,Virgil Johnson,,,,,,,,,False
The Venetians,The Venetians,,,,,,,,,,,,,,,,,False
The Ventures,The Ventures,,,,,,,,,,,,,,,,,False
The Veronicas,The Veronicas,,,,,,,,,,,,,,,,,False
The Verve,The Verve,,,,,,,,,,,,,,,,,False
The Verve Pipe,The Verve Pipe,,,,,,,,,,,,,,,,,False
The Vibrations,The Vibrations,,,,,,,,,,,,,,,,,False
The Victor Feldman Quartet,The Victor Feldman Quartet,,,,,,,,,,,,,,,,,False
The Videls,The Videls,,,,,,,,,,,,,,,,,False
The Village Soul Choir,The Village Soul Choir,,,,,,,,,,,,,,,,,False
The Village Stompers,The Village Stompers,,,,,,,,,,,,,,,,,False
The Virtues,The Virtues,,,,,,,,,,,,,,,,,False
The Viscounts,The Viscounts,,,,,,,,,,,,,,,,,False
The Vogues,The Vogues,,,,,,,,,,,,,,,,,False
The Volume's,The Volume's,,,,,,,,,,,,,,,,,False
The Vontastics,The Vontastics,,,,,,,,,,,,,,,,,False
The Wackers,The Wackers,,,,,,,,,,,,,,,,,False
The Waikikis,The Waikikis,,,,,,,,,,,,,,,,,False
The Wailers,The Wailers,,,,,,,,,,,,,,,,,False
The Waitresses,The Waitresses,,,,,,,,,,,,,,,,,False
The Walker Bros.,The Walker Bros.,,,,,,,,,,,,,,,,,False
The Wallflowers,The Wallflowers,,,,,,,,,,,,,,,,,False
The Walter Murphy Band,The Walter Murphy Band,,,,,,,,,,,,,,,,,False
The Walters,The Walters,,,,,,,,,,,,,,,,,False
The Wanderers,The Wanderers,,,,,,,,,,,,,,,,,False
The Wanted,The Wanted,,,,,,,,,,,,,,,,,False
The Watts 103rd Street Rhythm Band,The Watts 103rd Street Rhythm Band,,,,,,,,,,,,,,,,,False
The Weather Girls,The Weather Girls,,,,,,,,,,,,,,,,,False
The Weeknd,The Weeknd,,,,,,,,,,,,,,,,,False
The Weeknd & Anitta,The Weeknd,Anitta,,,,,,,,,,,,,,,,False
The Weeknd & Ariana Grande,The Weeknd,Ariana Grande,,,,,,,,,,,,,,,,False
The Weeknd & Future,The Weeknd,Future,,,,,,,,,,,,,,,,False
The Weeknd & Justice,The Weeknd,Justice,,,,,,,,,,,,,,,,False
The Weeknd & Kendrick Lamar,The Weeknd,Kendrick Lamar,,,,,,,,,,,,,,,,False
The Weeknd & Lana Del Rey,The Weeknd,Lana Del Rey,,,,,,,,,,,,,,,,False
The Weeknd & Playboi Carti,The Weeknd,Playboi Carti,,,,,,,,,,,,,,,,False
The Weeknd Featuring Daft Punk,The Weeknd,,,,,,,,Daft Punk,,,,,,,,,False
The Weeknd Featuring Ed Sheeran,The Weeknd,,,,,,,,Ed Sheeran,,,,,,,,,False
The Weeknd Featuring Future,The Weeknd,,,,,,,,Future,,,,,,,,,False
The Weeknd Featuring Gesaffelstein,The Weeknd,,,,,,,,Gesaffelstein,,,,,,,,,False
The Weeknd Featuring Kendrick Lamar,The Weeknd,,,,,,,,Kendrick Lamar,,,,,,,,,False
The Weeknd Featuring Labrinth,The Weeknd,,,,,,,,Labrinth,,,,,,,,,False
The Weeknd Featuring Lana Del Rey,The Weeknd,,,,,,,,Lana Del Rey,,,,,,,,,False
The Weeknd Featuring Lil Wayne,The Weeknd,,,,,,,,Lil Wayne,,,,,,,,,False
"The Weeknd Featuring Tyler, The Creator",The Weeknd,,,,,,,,Tyler,The Creator,,,,,,,,False
"The Weeknd, Jennie & Lily-Rose Depp",The Weeknd,Jennie,Lily-Rose Depp,,,,,,,,,,,,,,,False
"The Weeknd, Playboi Carti & Madonna",The Weeknd,Playboi Carti,Madonna,,,,,,,,,,,,,,,False
"The Weeknd, Travis Scott & Florence + The Machine",The Weeknd,Travis Scott,Florence,The Machine,,,,,,,,,,,,,,False
The West Coast Rap All-Stars,The West Coast Rap All-Stars,,,,,,,,,,,,,,,,,False
The Whatnauts & The Whatnaut Band,The Whatnauts & The Whatnaut Band,,,,,,,,,,,,,,,,,False
The Whispers,The Whispers,,,,,,,,,,,,,,,,,False
